TaskID,TaskType,MachineID,MachineType,MachineAgeYears,OperatorID,OperatorSkillLevel,OperatorExperienceYears,WeatherCondition,AmbientTemperatureC,HumidityPercent,WindSpeedKph,SiteTerrainType,MaterialType,LoadVolumeM3,DistanceCoveredM,TimeOfDay,ShiftHoursElapsed,NumberOfBreaks,PriorTaskDelayMin,IdlingDuringTaskMin,FuelConsumedDuringTaskL,EstimatedTimeMin,ActualTimeMin,SafetyIncidentDuringTask
T00137,Lifting,LDR002,Loader,4,OP020,Intermediate,6,Rainy,23.15,97.28,9.02,Muddy,Sand,33.08,77.04,Afternoon,4.51,2,20.20,2.19,3.49,55.20,62.08,No
T00138,Lifting,LDR002,Loader,4,OP010,Beginner,0,Cloudy,20.73,73.90,21.40,Flat,Debris,56.81,289.21,Night,0.86,3,4.69,4.62,3.01,42.00,62.26,No
T00139,Trenching,DMP002,DumpTruck,5,OP017,Intermediate,6,Cloudy,13.18,48.52,13.44,Muddy,Sand,28.95,452.07,Morning,2.82,3,0.00,6.19,3.56,56.70,68.15,No
T00140,Compacting,GRD002,Grader,6,OP008,Beginner,0,Snowy,8.36,60.75,10.60,Rocky,Soil,23.22,333.33,Afternoon,6.08,3,6.37,10.04,7.30,82.22,125.68,No
T00141,Lifting,LDR003,Loader,8,OP001,Beginner,0,Sunny,20.96,27.95,14.97,Hilly,Debris,54.66,488.13,Evening,3.77,0,11.15,15.00,4.72,46.00,71.99,No
T00142,Trenching,BLD001,Bulldozer,2,OP005,Intermediate,3,Sunny,14.66,84.89,6.60,Muddy,Sand,39.87,461.57,Afternoon,5.99,2,0.35,0.00,2.84,54.00,58.18,No
T00143,Grading,LDR001,Loader,1,OP009,Beginner,2,Windy,14.96,42.34,28.39,Flat,Soil,12.92,302.64,Afternoon,8.97,2,3.42,14.74,3.67,38.50,65.10,Yes
T00144,Demolition,LDR001,Loader,1,OP011,Intermediate,3,Cloudy,24.48,44.56,10.08,Hilly,Soil,35.21,50.02,Night,5.04,2,1.91,11.59,5.75,108.67,111.52,No
T00145,Trenching,BLD001,Bulldozer,2,OP006,Intermediate,6,Sunny,18.28,36.72,2.95,Sandy,Rock,54.75,186.54,Evening,7.37,1,7.00,2.50,3.32,49.50,61.22,No
T00146,Grading,BLD002,Bulldozer,5,OP001,Beginner,0,Sunny,25.97,61.67,11.07,Sandy,Sand,13.19,332.08,Night,0.49,3,10.60,12.94,3.49,38.50,54.78,No
T00147,Earth Excavation,LDR002,Loader,4,OP006,Intermediate,6,Cloudy,13.01,48.08,8.26,Sandy,Sand,40.05,97.86,Evening,7.13,0,5.89,9.37,5.04,69.30,83.20,No
T00148,Demolition,LDR001,Loader,1,OP012,Beginner,2,Rainy,14.89,79.57,20.39,Flat,Rock,34.38,230.48,Afternoon,9.89,0,11.36,14.68,7.60,103.50,150.61,No
T00149,Grading,EXC002,Excavator,2,OP003,Beginner,2,Snowy,1.42,52.10,1.78,Hilly,Soil,25.87,399.35,Morning,4.87,0,4.52,13.94,4.01,52.32,74.38,No
T00150,Compacting,EXC003,Excavator,5,OP014,Beginner,2,Sunny,22.79,58.93,18.36,Flat,Debris,15.13,338.18,Night,5.87,1,5.31,10.27,5.11,55.00,83.09,No
T00151,Grading,EXC001,Excavator,7,OP014,Beginner,2,Cloudy,8.99,38.74,17.70,Flat,Debris,32.56,351.53,Evening,0.37,0,3.75,15.40,3.59,36.75,54.35,No
T00152,Earth Excavation,LDR002,Loader,4,OP007,Intermediate,3,Cloudy,15.41,35.31,10.68,Sandy,Soil,35.99,284.25,Evening,0.40,3,0.00,11.58,3.89,69.30,75.86,No
T00153,Material Loading,EXC002,Excavator,2,OP018,Intermediate,4,Cloudy,23.01,51.84,15.55,Rocky,Concrete,46.49,91.44,Evening,9.21,0,2.90,6.34,2.64,36.22,51.73,No
T00154,Earth Excavation,GRD001,Grader,6,OP008,Beginner,0,Rainy,15.66,79.83,0.00,Hilly,Sand,47.11,369.33,Afternoon,4.76,3,8.01,10.32,6.40,79.35,114.84,No
T00155,Trenching,EXC001,Excavator,7,OP003,Beginner,2,Windy,23.24,32.99,31.56,Flat,Concrete,17.77,232.69,Night,0.71,1,0.00,8.47,4.19,49.50,69.93,No
T00156,Lifting,CRN001,Crane,3,OP006,Intermediate,6,Foggy,19.94,48.88,13.66,Sandy,Sand,7.72,495.97,Morning,6.00,0,0.00,0.00,3.54,52.80,62.95,No
T00157,Earth Excavation,EXC003,Excavator,5,OP019,Intermediate,6,Sunny,28.51,56.75,9.64,Flat,Soil,31.86,304.79,Night,7.34,0,1.25,5.60,4.37,60.00,71.40,No
T00158,Grading,BLD002,Bulldozer,5,OP004,Beginner,1,Cloudy,27.56,32.04,4.38,Hilly,Concrete,8.81,315.66,Afternoon,7.79,0,3.84,11.04,4.15,42.26,69.50,No
T00159,Earth Excavation,LDR002,Loader,4,OP015,Expert,9,Foggy,12.72,44.02,11.92,Flat,Debris,16.72,458.21,Night,4.32,0,1.26,11.13,3.82,72.00,77.48,No
T00160,Earth Excavation,GRD002,Grader,6,OP010,Beginner,0,Sunny,21.51,48.19,14.65,Flat,Concrete,22.03,298.42,Night,2.30,2,2.87,10.18,5.03,60.00,83.36,Yes
T00161,Compacting,BLD002,Bulldozer,5,OP019,Intermediate,6,Sunny,21.27,49.23,6.07,Rocky,Rock,48.46,440.06,Afternoon,9.76,2,0.00,0.23,5.19,63.25,91.04,Yes
T00162,Lifting,EXC001,Excavator,7,OP005,Intermediate,3,Sunny,23.13,33.37,6.33,Muddy,Debris,49.59,124.21,Morning,7.14,1,8.61,0.85,4.19,48.00,67.21,No
T00163,Compacting,DMP001,DumpTruck,6,OP018,Intermediate,4,Cloudy,14.61,41.72,6.92,Muddy,Concrete,6.02,136.51,Afternoon,7.59,0,2.42,9.87,5.84,69.30,90.16,No
T00164,Trenching,LDR002,Loader,4,OP017,Intermediate,6,Cloudy,15.11,46.27,4.96,Hilly,Rock,51.15,255.51,Night,9.61,1,1.16,8.54,3.65,54.34,70.14,No
T00165,Material Loading,LDR001,Loader,1,OP004,Beginner,1,Windy,16.74,26.80,35.34,Hilly,Soil,14.25,277.25,Evening,1.40,3,5.00,10.65,2.83,37.95,50.88,No
T00166,Material Loading,EXC001,Excavator,7,OP006,Intermediate,6,Cloudy,20.13,39.37,2.15,Rocky,Debris,25.87,496.84,Afternoon,2.39,0,8.54,6.14,2.30,36.22,38.79,No
T00167,Grading,LDR002,Loader,4,OP017,Intermediate,6,Sunny,30.33,37.84,3.23,Flat,Soil,27.23,367.66,Night,7.12,3,1.69,5.92,3.06,35.00,50.83,No
T00168,Lifting,LDR001,Loader,1,OP010,Beginner,0,Sunny,15.69,52.55,7.61,Rocky,Sand,59.51,165.79,Evening,2.49,0,0.00,12.88,3.61,46.00,66.97,No
T00169,Trenching,GRD001,Grader,6,OP008,Beginner,0,Foggy,17.17,43.68,14.51,Muddy,Concrete,36.97,326.84,Night,2.43,1,9.71,12.33,5.82,64.80,98.87,Yes
T00170,Trenching,EXC002,Excavator,2,OP007,Intermediate,3,Rainy,26.84,78.03,15.11,Hilly,Concrete,19.64,58.13,Afternoon,5.71,1,1.36,9.51,3.62,59.51,72.70,No
T00171,Digging,CRN001,Crane,3,OP018,Intermediate,4,Rainy,17.68,67.69,24.37,Muddy,Concrete,32.60,387.67,Evening,8.12,0,8.77,3.02,4.99,69.00,86.41,No
T00172,Compacting,DMP001,DumpTruck,6,OP007,Intermediate,3,Sunny,29.49,58.07,2.16,Muddy,Rock,15.35,250.55,Afternoon,3.33,3,14.77,0.00,4.95,66.00,75.85,No
T00173,Demolition,CRN001,Crane,3,OP010,Beginner,0,Sunny,22.37,40.91,0.00,Muddy,Concrete,5.46,79.59,Night,8.67,0,2.23,14.61,8.83,108.00,165.88,No
T00174,Lifting,LDR002,Loader,4,OP009,Beginner,2,Snowy,3.58,59.30,5.58,Muddy,Debris,28.41,64.73,Morning,0.73,2,11.41,10.32,4.95,62.40,89.87,No
T00175,Earth Excavation,BLD002,Bulldozer,5,OP016,Expert,10,Foggy,23.68,32.20,6.68,Hilly,Soil,43.35,327.01,Evening,1.68,1,6.13,1.15,4.73,82.80,84.96,No
T00176,Digging,LDR002,Loader,4,OP020,Intermediate,6,Rainy,17.38,77.33,4.55,Rocky,Debris,33.38,374.08,Night,4.96,3,10.37,9.94,4.15,66.12,70.85,No
T00177,Grading,LDR002,Loader,4,OP015,Expert,9,Rainy,21.79,83.00,8.62,Hilly,Debris,42.78,156.41,Evening,1.86,1,8.04,3.21,1.45,46.29,41.89,No
T00178,Grading,EXC002,Excavator,2,OP004,Beginner,1,Cloudy,24.89,58.70,11.93,Hilly,Sand,53.61,382.64,Afternoon,6.99,3,7.78,8.09,3.10,42.26,62.50,Yes
T00179,Earth Excavation,GRD001,Grader,6,OP007,Intermediate,3,Sunny,15.08,46.27,10.63,Flat,Soil,28.47,253.47,Morning,5.45,2,2.67,3.22,4.01,60.00,73.24,No
T00180,Trenching,DMP001,DumpTruck,6,OP007,Intermediate,3,Windy,21.64,53.67,36.04,Rocky,Debris,49.70,221.48,Night,0.19,3,6.91,2.55,3.69,56.93,68.64,No
T00181,Trenching,DMP001,DumpTruck,6,OP012,Beginner,2,Cloudy,13.97,73.48,17.99,Rocky,Sand,54.67,431.72,Night,8.57,0,0.00,13.27,5.43,54.34,86.14,Yes
T00182,Lifting,DMP002,DumpTruck,5,OP001,Beginner,0,Rainy,20.80,66.62,16.28,Rocky,Debris,40.72,268.40,Evening,0.55,3,3.42,14.69,4.07,52.90,70.80,No
T00183,Compacting,DMP001,DumpTruck,6,OP015,Expert,9,Windy,13.60,37.13,34.65,Muddy,Concrete,44.80,482.24,Night,8.62,1,9.75,4.59,4.77,72.60,78.92,No
T00184,Grading,LDR002,Loader,4,OP015,Expert,9,Cloudy,14.31,46.99,10.93,Muddy,Debris,15.29,247.99,Afternoon,4.42,0,0.00,9.05,2.74,44.10,46.18,No
T00185,Trenching,EXC001,Excavator,7,OP002,Expert,10,Sunny,27.65,46.08,5.19,Muddy,Soil,25.98,386.25,Morning,0.18,1,0.00,0.00,3.56,54.00,50.61,No
T00186,Digging,DMP002,DumpTruck,5,OP005,Intermediate,3,Sunny,16.73,62.69,11.78,Flat,Soil,23.44,355.42,Night,7.62,1,0.00,8.61,3.34,50.00,61.42,No
T00187,Compacting,EXC002,Excavator,2,OP008,Beginner,0,Rainy,23.06,76.86,10.96,Flat,Soil,28.12,215.98,Evening,4.98,1,18.07,14.41,4.79,63.25,90.66,No
T00188,Lifting,GRD002,Grader,6,OP006,Intermediate,6,Foggy,20.51,69.84,8.81,Hilly,Soil,44.74,250.47,Night,1.78,3,3.72,2.30,4.43,55.20,70.41,Yes
T00189,Grading,EXC001,Excavator,7,OP004,Beginner,1,Cloudy,16.28,46.36,13.00,Rocky,Concrete,53.89,439.01,Evening,2.44,0,8.41,12.47,3.92,42.26,59.04,No
T00190,Lifting,DMP002,DumpTruck,5,OP002,Expert,10,Sunny,21.92,53.39,8.36,Rocky,Rock,44.61,114.41,Evening,4.34,2,4.90,3.87,2.57,46.00,44.99,No
T00191,Material Loading,GRD002,Grader,6,OP012,Beginner,2,Cloudy,12.93,32.41,9.21,Rocky,Soil,57.29,127.44,Morning,3.03,1,6.59,13.51,3.30,36.22,53.40,Yes
T00192,Earth Excavation,DMP001,DumpTruck,6,OP003,Beginner,2,Sunny,29.33,43.33,13.62,Sandy,Sand,27.71,210.08,Morning,7.92,2,0.00,11.09,6.28,66.00,100.94,No
T00193,Compacting,CRN002,Crane,6,OP012,Beginner,2,Sunny,24.77,58.34,10.66,Rocky,Sand,19.31,43.45,Morning,6.81,3,0.00,15.42,6.26,63.25,101.76,No
T00194,Earth Excavation,BLD002,Bulldozer,5,OP014,Beginner,2,Snowy,-0.10,65.41,10.05,Hilly,Concrete,54.86,382.53,Afternoon,1.36,1,3.06,12.78,7.08,89.70,120.18,No
T00195,Demolition,LDR003,Loader,8,OP005,Intermediate,3,Sunny,19.95,35.42,7.61,Sandy,Debris,52.10,318.01,Morning,3.38,2,12.30,5.90,6.53,99.00,104.61,No
T00196,Compacting,LDR001,Loader,1,OP013,Intermediate,3,Cloudy,12.30,62.07,18.15,Hilly,Debris,49.27,493.76,Afternoon,3.14,2,11.31,2.46,3.82,66.41,78.07,No
T00197,Grading,DMP002,DumpTruck,5,OP014,Beginner,2,Sunny,23.84,62.69,14.69,Flat,Debris,37.79,375.12,Night,7.12,3,0.00,20.13,2.93,35.00,59.17,No
T00198,Digging,BLD003,Bulldozer,5,OP010,Beginner,0,Cloudy,28.55,69.79,11.80,Muddy,Soil,37.79,332.92,Evening,5.68,1,7.33,7.74,4.91,63.00,84.39,No
T00199,Grading,EXC002,Excavator,2,OP008,Beginner,0,Cloudy,29.57,57.72,12.82,Hilly,Soil,15.55,69.10,Morning,5.36,0,11.11,14.53,3.45,42.26,65.75,No
T00200,Compacting,BLD002,Bulldozer,5,OP002,Expert,10,Sunny,19.88,56.59,8.81,Flat,Concrete,47.43,33.11,Night,8.67,3,1.97,7.14,3.99,55.00,61.31,Yes
T00201,Digging,CRN001,Crane,3,OP017,Intermediate,6,Cloudy,14.66,66.03,2.95,Hilly,Debris,26.20,490.22,Morning,6.00,0,12.74,0.00,3.76,60.37,69.09,No
T00202,Earth Excavation,EXC003,Excavator,5,OP013,Intermediate,3,Rainy,18.00,72.93,3.40,Sandy,Sand,21.20,376.79,Evening,0.68,1,0.00,7.61,5.31,75.90,85.30,No
T00203,Grading,BLD002,Bulldozer,5,OP015,Expert,9,Windy,15.77,76.73,32.10,Muddy,Debris,7.96,341.39,Morning,7.66,3,5.23,0.00,2.65,46.20,51.71,No
T00204,Digging,BLD001,Bulldozer,2,OP003,Beginner,2,Cloudy,2.98,65.34,13.21,Rocky,Rock,41.44,75.24,Night,7.79,2,5.88,11.99,4.63,60.37,89.37,No
T00205,Earth Excavation,LDR003,Loader,8,OP006,Intermediate,6,Rainy,19.60,61.42,9.64,Muddy,Debris,46.79,292.74,Night,0.99,1,10.08,8.94,6.30,82.80,98.73,No
T00206,Demolition,BLD001,Bulldozer,2,OP019,Intermediate,6,Cloudy,23.57,53.63,12.15,Flat,Rock,48.67,431.10,Morning,0.57,3,0.24,7.91,5.29,94.50,106.51,No
T00207,Earth Excavation,EXC001,Excavator,7,OP006,Intermediate,6,Windy,20.46,63.79,32.45,Muddy,Sand,13.38,225.89,Night,8.73,2,8.27,11.09,6.28,79.20,101.17,No
T00208,Grading,DMP002,DumpTruck,5,OP019,Intermediate,6,Windy,11.17,40.39,35.54,Sandy,Rock,16.11,114.92,Afternoon,0.73,1,7.98,4.40,2.79,42.35,50.27,No
T00209,Compacting,CRN001,Crane,3,OP009,Beginner,2,Rainy,18.56,71.69,3.65,Sandy,Rock,18.99,168.33,Afternoon,1.54,1,2.16,9.98,5.19,69.58,90.82,No
T00210,Material Loading,BLD002,Bulldozer,5,OP013,Intermediate,3,Windy,24.01,45.23,32.05,Muddy,Rock,19.24,50.32,Night,3.48,1,1.32,5.42,2.54,39.60,46.95,No
T00211,Trenching,DMP001,DumpTruck,6,OP013,Intermediate,3,Sunny,32.07,75.47,13.70,Hilly,Rock,36.33,362.84,Night,8.23,2,13.42,10.40,4.06,51.75,68.93,No
T00212,Trenching,BLD003,Bulldozer,5,OP005,Intermediate,3,Sunny,19.07,38.86,23.84,Sandy,Concrete,12.67,329.55,Night,5.22,2,17.14,1.88,3.22,49.50,61.06,No
T00213,Lifting,BLD002,Bulldozer,5,OP019,Intermediate,6,Cloudy,11.72,26.37,4.10,Rocky,Rock,25.93,199.61,Afternoon,8.11,1,6.09,6.67,4.03,48.30,63.78,No
T00214,Lifting,EXC001,Excavator,7,OP002,Expert,10,Sunny,21.22,67.30,24.66,Rocky,Soil,16.30,385.57,Night,1.66,0,3.34,7.85,2.66,46.00,43.68,No
T00215,Earth Excavation,DMP001,DumpTruck,6,OP010,Beginner,0,Sunny,18.84,69.79,13.70,Hilly,Sand,13.65,318.68,Night,5.23,1,0.00,12.97,6.29,69.00,109.19,Yes
T00216,Demolition,EXC001,Excavator,7,OP018,Intermediate,4,Snowy,-2.57,16.41,8.30,Hilly,Sand,46.41,443.75,Evening,8.00,3,8.02,7.32,10.09,134.55,163.48,No
T00217,Compacting,LDR003,Loader,8,OP008,Beginner,0,Rainy,10.22,100.00,4.01,Flat,Sand,42.79,184.51,Afternoon,5.46,0,9.01,18.34,6.28,63.25,102.93,No
T00218,Compacting,EXC002,Excavator,2,OP019,Intermediate,6,Snowy,5.40,67.68,0.89,Sandy,Debris,34.39,273.53,Evening,0.08,3,14.57,11.71,4.39,78.65,82.67,No
T00219,Material Loading,GRD002,Grader,6,OP006,Intermediate,6,Windy,20.77,61.34,41.24,Flat,Rock,45.55,298.47,Afternoon,2.73,0,5.29,12.17,2.25,33.00,35.36,No
T00220,Material Loading,CRN001,Crane,3,OP013,Intermediate,3,Foggy,27.78,32.83,8.90,Flat,Debris,22.18,37.20,Morning,5.46,0,12.07,1.88,2.66,36.00,48.05,No
T00221,Demolition,BLD002,Bulldozer,5,OP001,Beginner,0,Cloudy,20.63,42.00,12.01,Muddy,Concrete,26.88,112.97,Morning,8.09,1,12.93,5.63,9.27,113.40,159.35,No
T00222,Compacting,CRN002,Crane,6,OP017,Intermediate,6,Cloudy,15.87,50.05,14.72,Flat,Soil,19.98,149.64,Evening,8.05,3,11.53,11.73,4.41,57.75,77.07,No
T00223,Compacting,EXC002,Excavator,2,OP007,Intermediate,3,Sunny,7.61,48.52,15.19,Flat,Debris,16.88,329.72,Night,1.86,3,0.00,0.00,3.59,55.00,63.54,No
T00224,Grading,LDR003,Loader,8,OP008,Beginner,0,Foggy,17.23,42.77,0.00,Muddy,Rock,38.63,92.62,Morning,6.19,0,1.89,9.03,5.15,50.40,81.58,No
T00225,Demolition,DMP002,DumpTruck,5,OP012,Beginner,2,Sunny,23.84,72.25,19.91,Flat,Concrete,37.33,291.18,Morning,6.60,1,3.05,10.43,8.19,90.00,140.49,No
T00226,Earth Excavation,LDR002,Loader,4,OP013,Intermediate,3,Sunny,18.96,86.52,0.23,Rocky,Concrete,11.77,100.11,Afternoon,1.13,1,7.51,6.68,4.25,69.00,72.12,No
T00227,Material Loading,LDR003,Loader,8,OP015,Expert,9,Sunny,18.01,28.34,11.30,Sandy,Debris,39.15,334.76,Night,1.79,2,0.00,1.24,2.13,33.00,30.74,No
T00228,Digging,DMP001,DumpTruck,6,OP013,Intermediate,3,Foggy,19.69,47.27,14.78,Flat,Debris,8.02,289.36,Evening,4.87,3,3.03,5.80,4.88,60.00,68.36,No
T00229,Demolition,BLD002,Bulldozer,5,OP006,Intermediate,6,Windy,18.29,48.83,36.97,Hilly,Debris,44.41,434.57,Evening,3.90,1,14.03,10.57,8.20,113.85,135.92,No
T00230,Grading,LDR003,Loader,8,OP014,Beginner,2,Rainy,19.53,96.30,13.52,Flat,Rock,57.97,430.42,Afternoon,6.08,0,0.13,5.33,5.03,40.25,71.34,No
T00231,Demolition,BLD003,Bulldozer,5,OP010,Beginner,0,Windy,17.28,31.72,28.82,Muddy,Sand,46.04,482.99,Night,7.35,3,0.93,8.97,9.83,118.80,167.70,No
T00232,Earth Excavation,EXC002,Excavator,2,OP010,Beginner,0,Cloudy,15.47,45.66,18.42,Flat,Concrete,52.27,203.79,Evening,4.22,2,5.45,13.04,5.27,63.00,90.83,No
T00233,Lifting,BLD001,Bulldozer,2,OP011,Intermediate,3,Sunny,24.64,64.01,5.60,Hilly,Sand,14.15,184.03,Evening,3.92,1,2.59,6.31,3.25,46.00,56.51,No
T00234,Grading,GRD001,Grader,6,OP012,Beginner,2,Windy,16.28,40.23,30.63,Muddy,Concrete,23.33,381.84,Evening,7.02,1,1.37,8.26,4.11,46.20,71.83,No
T00235,Material Loading,BLD002,Bulldozer,5,OP011,Intermediate,3,Windy,7.14,46.39,31.07,Flat,Debris,25.84,246.21,Morning,4.18,3,14.47,3.62,2.64,33.00,42.71,No
T00236,Trenching,EXC002,Excavator,2,OP013,Intermediate,3,Cloudy,11.87,42.47,9.68,Rocky,Sand,9.46,444.50,Evening,6.42,1,9.84,0.00,2.99,54.34,61.22,No
T00237,Compacting,BLD003,Bulldozer,5,OP014,Beginner,2,Sunny,36.81,57.79,26.73,Sandy,Soil,13.50,167.64,Afternoon,1.33,2,8.99,11.82,4.14,60.50,79.36,No
T00238,Grading,LDR002,Loader,4,OP013,Intermediate,3,Cloudy,22.44,62.68,5.37,Rocky,Concrete,57.46,375.51,Evening,0.18,2,12.17,7.13,3.01,42.26,55.00,No
T00239,Grading,BLD003,Bulldozer,5,OP003,Beginner,2,Sunny,18.23,33.97,11.75,Sandy,Debris,38.01,346.24,Morning,4.41,2,0.00,13.01,4.10,38.50,64.76,No
T00240,Grading,BLD003,Bulldozer,5,OP011,Intermediate,3,Cloudy,20.67,65.55,5.89,Rocky,Rock,5.09,443.96,Night,5.56,0,13.03,6.15,3.47,42.26,56.58,No
T00241,Grading,EXC001,Excavator,7,OP011,Intermediate,3,Windy,16.08,50.29,34.64,Rocky,Rock,42.45,213.72,Evening,2.12,3,1.42,10.18,4.23,44.27,57.12,No
T00242,Lifting,GRD002,Grader,6,OP015,Expert,9,Windy,19.40,48.39,37.19,Hilly,Debris,7.70,139.85,Evening,6.10,3,6.06,15.67,2.95,50.60,52.26,Yes
T00243,Lifting,LDR001,Loader,1,OP013,Intermediate,3,Sunny,12.26,46.60,14.37,Muddy,Concrete,28.52,88.18,Evening,7.59,3,5.17,8.40,3.77,48.00,67.86,Yes
T00244,Trenching,LDR001,Loader,1,OP012,Beginner,2,Sunny,32.57,63.60,13.38,Muddy,Rock,56.56,192.54,Night,0.21,2,1.35,9.66,3.74,54.00,72.95,No
T00245,Grading,LDR001,Loader,1,OP013,Intermediate,3,Sunny,12.17,34.83,9.43,Hilly,Concrete,6.00,51.42,Morning,9.34,2,0.00,5.16,2.72,40.25,56.97,No
T00246,Earth Excavation,CRN001,Crane,3,OP017,Intermediate,6,Cloudy,19.46,61.34,7.39,Flat,Rock,9.93,465.16,Night,4.99,0,1.46,5.47,3.59,63.00,73.02,No
T00247,Demolition,EXC003,Excavator,5,OP014,Beginner,2,Rainy,23.85,84.74,6.63,Hilly,Sand,20.19,317.01,Night,3.83,0,1.36,19.43,9.63,119.02,166.92,No
T00248,Trenching,CRN002,Crane,6,OP017,Intermediate,6,Windy,10.82,49.12,33.87,Muddy,Concrete,37.10,448.92,Afternoon,6.49,0,17.13,2.28,5.41,59.40,79.26,No
T00249,Earth Excavation,BLD001,Bulldozer,2,OP019,Intermediate,6,Cloudy,16.53,56.22,10.92,Hilly,Rock,37.18,217.52,Afternoon,8.07,0,3.71,13.88,4.70,72.45,91.47,No
T00250,Lifting,LDR003,Loader,8,OP002,Expert,10,Rainy,5.09,79.75,5.97,Sandy,Debris,22.51,43.46,Afternoon,2.54,1,3.06,12.07,2.92,50.60,54.95,No
T00251,Trenching,CRN002,Crane,6,OP006,Intermediate,6,Windy,25.52,45.91,27.77,Sandy,Soil,49.66,102.76,Night,6.31,3,0.00,9.70,4.82,54.45,72.11,No
T00252,Digging,LDR003,Loader,8,OP019,Intermediate,6,Cloudy,23.14,81.93,3.44,Sandy,Sand,36.28,385.37,Night,8.18,2,8.84,8.01,5.44,57.75,78.64,No
T00253,Grading,BLD003,Bulldozer,5,OP001,Beginner,0,Foggy,7.11,42.22,12.21,Sandy,Debris,5.16,110.33,Morning,4.51,2,9.07,12.28,3.42,46.20,70.89,No
T00254,Grading,BLD001,Bulldozer,2,OP005,Intermediate,3,Cloudy,18.89,59.66,14.81,Flat,Concrete,58.90,232.38,Morning,7.56,0,10.61,4.95,2.12,36.75,46.33,No
T00255,Earth Excavation,LDR001,Loader,1,OP015,Expert,9,Windy,21.81,58.18,39.95,Sandy,Concrete,58.95,179.77,Morning,4.79,1,11.71,0.00,3.75,72.60,70.34,No
T00256,Compacting,BLD002,Bulldozer,5,OP008,Beginner,0,Cloudy,17.29,46.34,12.28,Hilly,Rock,50.03,77.60,Morning,0.62,0,0.00,8.09,4.73,66.41,83.43,No
T00257,Demolition,GRD001,Grader,6,OP007,Intermediate,3,Rainy,23.29,58.73,4.48,Sandy,Concrete,47.74,288.91,Evening,8.03,3,0.00,7.23,7.93,113.85,136.41,No
T00258,Grading,BLD001,Bulldozer,2,OP006,Intermediate,6,Sunny,16.16,53.30,16.95,Hilly,Concrete,43.05,433.97,Morning,0.16,2,9.94,3.51,1.76,40.25,41.05,No
T00259,Demolition,DMP001,DumpTruck,6,OP012,Beginner,2,Sunny,26.01,42.98,9.41,Muddy,Sand,21.78,63.51,Evening,0.58,0,0.00,14.51,9.08,108.00,147.78,Yes
T00260,Grading,GRD001,Grader,6,OP005,Intermediate,3,Rainy,20.66,89.68,5.29,Sandy,Soil,25.70,191.29,Evening,6.37,0,1.65,6.00,3.78,44.28,63.41,Yes
T00261,Lifting,CRN002,Crane,6,OP010,Beginner,0,Foggy,11.56,56.52,2.77,Hilly,Soil,48.72,310.11,Afternoon,2.54,0,6.85,14.73,4.96,55.20,87.80,Yes
T00262,Trenching,GRD001,Grader,6,OP019,Intermediate,6,Sunny,22.71,48.69,4.28,Muddy,Rock,14.08,396.72,Night,0.18,0,6.82,2.47,3.69,54.00,58.70,Yes
T00263,Lifting,DMP002,DumpTruck,5,OP001,Beginner,0,Foggy,19.26,65.42,8.75,Muddy,Sand,44.13,162.47,Night,0.38,3,8.63,14.37,4.56,57.60,74.76,No
T00264,Trenching,BLD002,Bulldozer,5,OP012,Beginner,2,Cloudy,20.00,64.40,9.26,Muddy,Debris,17.10,28.74,Night,5.21,3,4.18,16.67,4.95,56.70,85.93,No
T00265,Compacting,BLD002,Bulldozer,5,OP004,Beginner,1,Cloudy,18.94,67.51,17.81,Rocky,Concrete,49.34,480.29,Morning,6.44,0,12.73,11.97,6.00,66.41,106.55,No
T00266,Material Loading,GRD002,Grader,6,OP015,Expert,9,Cloudy,16.41,29.72,10.22,Rocky,Debris,57.36,465.56,Night,5.63,0,1.99,6.26,2.51,36.22,43.65,No
T00267,Demolition,LDR001,Loader,1,OP011,Intermediate,3,Rainy,20.87,90.10,6.17,Muddy,Debris,21.21,427.19,Evening,7.39,1,0.00,0.00,6.85,124.20,136.42,Yes
T00268,Grading,GRD001,Grader,6,OP012,Beginner,2,Sunny,20.00,62.76,19.54,Flat,Debris,34.75,111.93,Morning,3.93,2,10.60,11.07,4.25,35.00,61.97,No
T00269,Grading,CRN002,Crane,6,OP013,Intermediate,3,Rainy,23.99,74.37,4.44,Sandy,Debris,11.83,495.18,Evening,8.20,0,7.47,5.71,3.84,44.28,63.56,No
T00270,Digging,DMP001,DumpTruck,6,OP014,Beginner,2,Cloudy,12.50,53.37,7.83,Sandy,Sand,9.13,379.13,Morning,2.60,1,3.13,19.33,4.83,57.75,80.83,No
T00271,Digging,EXC001,Excavator,7,OP003,Beginner,2,Windy,14.65,42.55,27.44,Hilly,Sand,9.45,375.71,Afternoon,3.30,1,5.13,16.34,5.77,63.25,95.11,No
T00272,Lifting,CRN001,Crane,3,OP018,Intermediate,4,Rainy,22.90,72.12,19.64,Muddy,Rock,59.81,116.96,Morning,8.78,3,13.40,11.63,3.55,55.20,67.28,Yes
T00273,Compacting,LDR001,Loader,1,OP018,Intermediate,4,Foggy,9.20,64.23,14.08,Sandy,Debris,39.90,198.70,Morning,6.22,1,1.70,0.35,4.33,72.60,85.90,No
T00274,Digging,EXC003,Excavator,5,OP004,Beginner,1,Sunny,15.54,43.63,13.25,Muddy,Sand,8.84,408.48,Morning,2.12,0,3.21,10.79,4.96,60.00,79.40,Yes
